Video,Frame,Overall Score,Overall Status,Blur Score,Blur Status,Brightness Score,Brightness Status,Contrast Score,Contrast Status,Sharpness Score,Sharpness Status,Noise Score,Noise Status,Resolution,Recommendations
Arson013_x264,motion_0042.jpg,70,MODERATE,872.04,SHARP,79.26,NORMAL,62.69,GOOD,44.5,SOFT,29.53,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0043.jpg,70,MODERATE,831.39,SHARP,79.22,NORMAL,62.76,GOOD,44.25,SOFT,28.83,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0044.jpg,70,MODERATE,777.12,SHARP,79.03,NORMAL,62.66,GOOD,43.68,SOFT,27.88,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0045.jpg,70,MODERATE,774.63,SHARP,78.89,NORMAL,62.62,GOOD,43.44,SOFT,27.83,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0046.jpg,70,MODERATE,775.51,SHARP,78.71,NORMAL,62.62,GOOD,43.39,SOFT,27.85,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0047.jpg,70,MODERATE,782.47,SHARP,78.58,NORMAL,62.49,GOOD,44.31,SOFT,27.97,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0048.jpg,70,MODERATE,782.9,SHARP,78.63,NORMAL,62.49,GOOD,44.28,SOFT,27.98,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0049.jpg,70,MODERATE,785.96,SHARP,78.66,NORMAL,62.47,GOOD,44.3,SOFT,28.04,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0050.jpg,70,MODERATE,786.86,SHARP,78.69,NORMAL,62.48,GOOD,44.23,SOFT,28.05,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0051.jpg,70,MODERATE,787.07,SHARP,78.71,NORMAL,62.5,GOOD,44.18,SOFT,28.05,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0052.jpg,70,MODERATE,785.75,SHARP,78.75,NORMAL,62.54,GOOD,43.98,SOFT,28.03,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0053.jpg,70,MODERATE,786.7,SHARP,78.77,NORMAL,62.56,GOOD,44.06,SOFT,28.05,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0054.jpg,70,MODERATE,786.89,SHARP,78.79,NORMAL,62.56,GOOD,44.02,SOFT,28.05,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0055.jpg,70,MODERATE,785.14,SHARP,78.79,NORMAL,62.57,GOOD,43.99,SOFT,28.02,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0056.jpg,70,MODERATE,780.91,SHARP,78.75,NORMAL,62.53,GOOD,43.81,SOFT,27.94,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0057.jpg,70,MODERATE,779.62,SHARP,78.74,NORMAL,62.52,GOOD,43.84,SOFT,27.92,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0058.jpg,70,MODERATE,778.36,SHARP,78.72,NORMAL,62.52,GOOD,43.8,SOFT,27.9,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0059.jpg,70,MODERATE,780.41,SHARP,78.71,NORMAL,62.52,GOOD,43.8,SOFT,27.94,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0060.jpg,70,MODERATE,782.54,SHARP,78.69,NORMAL,62.5,GOOD,43.86,SOFT,27.97,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0061.jpg,70,MODERATE,782.23,SHARP,78.68,NORMAL,62.49,GOOD,43.89,SOFT,27.97,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0062.jpg,70,MODERATE,780.22,SHARP,78.71,NORMAL,62.52,GOOD,43.82,SOFT,27.93,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0063.jpg,70,MODERATE,786.78,SHARP,78.47,NORMAL,62.6,GOOD,44.3,SOFT,28.05,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0064.jpg,85,GOOD,900.55,SHARP,75.36,NORMAL,67.38,GOOD,63.26,SHARP,30.01,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0065.jpg,85,GOOD,1066.34,SHARP,75.69,NORMAL,67.57,GOOD,65.81,SHARP,32.65,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0066.jpg,85,GOOD,1068.05,SHARP,75.66,NORMAL,67.56,GOOD,65.99,SHARP,32.68,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0067.jpg,85,GOOD,1069.32,SHARP,75.64,NORMAL,67.55,GOOD,66.09,SHARP,32.7,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0068.jpg,85,GOOD,1067.23,SHARP,75.55,NORMAL,67.49,GOOD,66.03,SHARP,32.67,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0069.jpg,85,GOOD,1065.3,SHARP,75.48,NORMAL,67.44,GOOD,65.96,SHARP,32.64,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0070.jpg,85,GOOD,1067.36,SHARP,75.41,NORMAL,67.35,GOOD,66.01,SHARP,32.67,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0071.jpg,85,GOOD,1064.34,SHARP,75.35,NORMAL,67.29,GOOD,65.97,SHARP,32.62,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0072.jpg,85,GOOD,1062.51,SHARP,75.31,NORMAL,67.26,GOOD,66.01,SHARP,32.6,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0073.jpg,85,GOOD,1062.39,SHARP,75.26,NORMAL,67.22,GOOD,66.03,SHARP,32.59,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0074.jpg,85,GOOD,1060.4,SHARP,75.16,NORMAL,67.13,GOOD,65.93,SHARP,32.56,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0075.jpg,85,GOOD,1057.93,SHARP,75.04,NORMAL,67.01,GOOD,65.98,SHARP,32.53,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0076.jpg,85,GOOD,1060.64,SHARP,74.96,NORMAL,66.91,GOOD,66.15,SHARP,32.57,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0077.jpg,85,GOOD,1060.61,SHARP,74.87,NORMAL,66.81,GOOD,66.21,SHARP,32.57,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0078.jpg,85,GOOD,1062.56,SHARP,74.85,NORMAL,66.77,GOOD,66.15,SHARP,32.6,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0079.jpg,85,GOOD,1063.7,SHARP,74.8,NORMAL,66.7,GOOD,66.21,SHARP,32.61,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0080.jpg,85,GOOD,1065.33,SHARP,74.74,NORMAL,66.64,GOOD,66.37,SHARP,32.64,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0081.jpg,85,GOOD,1065.28,SHARP,74.69,NORMAL,66.59,GOOD,66.4,SHARP,32.64,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0082.jpg,85,GOOD,1066.96,SHARP,74.69,NORMAL,66.53,GOOD,66.54,SHARP,32.66,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0083.jpg,85,GOOD,1069.32,SHARP,74.68,NORMAL,66.49,GOOD,66.54,SHARP,32.7,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0084.jpg,85,GOOD,1069.58,SHARP,74.58,NORMAL,66.36,GOOD,66.85,SHARP,32.7,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0085.jpg,85,GOOD,1071.85,SHARP,74.55,NORMAL,66.25,GOOD,66.96,SHARP,32.74,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0086.jpg,85,GOOD,1077.76,SHARP,74.57,NORMAL,66.2,GOOD,67.2,SHARP,32.83,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0087.jpg,85,GOOD,1083.08,SHARP,74.51,NORMAL,66.07,GOOD,67.28,SHARP,32.91,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0088.jpg,85,GOOD,1083.77,SHARP,74.46,NORMAL,65.91,GOOD,67.53,SHARP,32.92,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0089.jpg,85,GOOD,1084.89,SHARP,74.39,NORMAL,65.8,GOOD,67.68,SHARP,32.94,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0090.jpg,85,GOOD,1085.65,SHARP,74.34,NORMAL,65.71,GOOD,67.92,SHARP,32.95,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0091.jpg,85,GOOD,1088.44,SHARP,74.28,NORMAL,65.6,GOOD,67.9,SHARP,32.99,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0092.jpg,85,GOOD,1091.52,SHARP,74.27,NORMAL,65.48,GOOD,68.02,SHARP,33.04,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0093.jpg,85,GOOD,1082.43,SHARP,74.14,NORMAL,65.32,GOOD,68.38,SHARP,32.9,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0094.jpg,85,GOOD,1084.85,SHARP,74.13,NORMAL,65.23,GOOD,68.47,SHARP,32.94,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0095.jpg,85,GOOD,1084.74,SHARP,74.07,NORMAL,65.12,GOOD,68.64,SHARP,32.94,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0096.jpg,85,GOOD,1099.41,SHARP,74.12,NORMAL,65.03,GOOD,68.59,SHARP,33.16,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0097.jpg,85,GOOD,1096.68,SHARP,74.02,NORMAL,64.9,GOOD,68.4,SHARP,33.12,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0098.jpg,85,GOOD,1085.48,SHARP,73.94,NORMAL,64.88,GOOD,68.41,SHARP,32.95,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0099.jpg,85,GOOD,1089.8,SHARP,74.03,NORMAL,65.02,GOOD,68.72,SHARP,33.01,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0100.jpg,85,GOOD,1093.74,SHARP,74.29,NORMAL,65.22,GOOD,68.91,SHARP,33.07,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0101.jpg,85,GOOD,1113.64,SHARP,74.33,NORMAL,65.18,GOOD,68.44,SHARP,33.37,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0102.jpg,85,GOOD,1110.8,SHARP,74.35,NORMAL,65.24,GOOD,68.39,SHARP,33.33,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0103.jpg,85,GOOD,1083.85,SHARP,74.13,NORMAL,65.24,GOOD,68.52,SHARP,32.92,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0104.jpg,85,GOOD,1083.65,SHARP,74.13,NORMAL,65.22,GOOD,68.4,SHARP,32.92,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0105.jpg,85,GOOD,1080.68,SHARP,74.11,NORMAL,65.25,GOOD,68.57,SHARP,32.87,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0106.jpg,85,GOOD,1098.43,SHARP,74.17,NORMAL,65.19,GOOD,68.22,SHARP,33.14,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0107.jpg,85,GOOD,1099.67,SHARP,74.14,NORMAL,65.2,GOOD,68.3,SHARP,33.16,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0108.jpg,85,GOOD,1075.77,SHARP,74.07,NORMAL,65.42,GOOD,68.67,SHARP,32.8,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0109.jpg,85,GOOD,1079.62,SHARP,74.15,NORMAL,65.54,GOOD,68.54,SHARP,32.86,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0110.jpg,85,GOOD,1072.37,SHARP,74.1,NORMAL,65.61,GOOD,68.38,SHARP,32.75,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0111.jpg,85,GOOD,1110.99,SHARP,74.04,NORMAL,65.4,GOOD,67.98,SHARP,33.33,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0112.jpg,85,GOOD,1111.83,SHARP,73.99,NORMAL,65.42,GOOD,68.1,SHARP,33.34,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0113.jpg,85,GOOD,1077.99,SHARP,74.18,NORMAL,65.97,GOOD,68.65,SHARP,32.83,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0114.jpg,85,GOOD,1077.54,SHARP,74.38,NORMAL,66.2,GOOD,68.64,SHARP,32.83,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0115.jpg,85,GOOD,1079.2,SHARP,74.32,NORMAL,66.32,GOOD,68.57,SHARP,32.85,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0116.jpg,85,GOOD,1110.51,SHARP,74.26,NORMAL,66.17,GOOD,67.98,SHARP,33.32,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0117.jpg,85,GOOD,1113.98,SHARP,74.29,NORMAL,66.43,GOOD,67.75,SHARP,33.38,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0118.jpg,85,GOOD,1074.2,SHARP,74.78,NORMAL,67.19,GOOD,67.51,SHARP,32.78,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0119.jpg,85,GOOD,1074.74,SHARP,75.3,NORMAL,67.56,GOOD,67.26,SHARP,32.78,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0120.jpg,85,GOOD,1074.92,SHARP,76.01,NORMAL,68.0,GOOD,66.99,SHARP,32.79,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0121.jpg,85,GOOD,1103.02,SHARP,76.38,NORMAL,68.05,GOOD,66.73,SHARP,33.21,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0122.jpg,85,GOOD,1101.05,SHARP,76.98,NORMAL,68.41,GOOD,66.54,SHARP,33.18,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0123.jpg,85,GOOD,1082.19,SHARP,77.65,NORMAL,68.81,GOOD,66.63,SHARP,32.9,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0124.jpg,85,GOOD,1085.71,SHARP,77.9,NORMAL,68.94,GOOD,66.39,SHARP,32.95,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0125.jpg,85,GOOD,1086.72,SHARP,78.09,NORMAL,69.01,GOOD,66.46,SHARP,32.97,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0126.jpg,85,GOOD,1094.6,SHARP,78.16,NORMAL,69.02,GOOD,66.45,SHARP,33.08,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0127.jpg,85,GOOD,1092.32,SHARP,78.2,NORMAL,69.05,GOOD,66.39,SHARP,33.05,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0128.jpg,85,GOOD,1095.08,SHARP,77.33,NORMAL,68.41,GOOD,66.76,SHARP,33.09,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0129.jpg,85,GOOD,1098.87,SHARP,77.55,NORMAL,68.43,GOOD,66.96,SHARP,33.15,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0130.jpg,85,GOOD,1155.35,SHARP,77.81,NORMAL,68.43,GOOD,67.59,SHARP,33.99,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0131.jpg,85,GOOD,1200.94,SHARP,77.9,NORMAL,68.52,GOOD,68.06,SHARP,34.65,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0132.jpg,85,GOOD,1251.92,SHARP,78.11,NORMAL,68.64,GOOD,68.76,SHARP,35.38,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0133.jpg,85,GOOD,1297.86,SHARP,78.36,NORMAL,68.71,GOOD,69.16,SHARP,36.03,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0134.jpg,85,GOOD,1347.51,SHARP,78.59,NORMAL,68.78,GOOD,69.75,SHARP,36.71,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0135.jpg,85,GOOD,1396.46,SHARP,78.7,NORMAL,68.8,GOOD,70.13,SHARP,37.37,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0136.jpg,85,GOOD,1456.62,SHARP,78.72,NORMAL,68.82,GOOD,70.79,SHARP,38.17,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0137.jpg,85,GOOD,1512.29,SHARP,78.65,NORMAL,68.69,GOOD,71.39,SHARP,38.89,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0138.jpg,85,GOOD,1563.77,SHARP,78.38,NORMAL,68.35,GOOD,71.89,SHARP,39.54,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0139.jpg,85,GOOD,1609.59,SHARP,78.12,NORMAL,68.06,GOOD,72.43,SHARP,40.12,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0140.jpg,85,GOOD,1639.46,SHARP,77.85,NORMAL,67.7,GOOD,72.73,SHARP,40.49,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0141.jpg,85,GOOD,1660.04,SHARP,77.62,NORMAL,67.47,GOOD,72.8,SHARP,40.74,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0142.jpg,85,GOOD,1678.01,SHARP,77.52,NORMAL,67.45,GOOD,73.12,SHARP,40.96,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0143.jpg,85,GOOD,1634.25,SHARP,85.39,NORMAL,71.77,GOOD,71.59,SHARP,40.43,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0144.jpg,85,GOOD,1663.37,SHARP,88.63,NORMAL,73.93,GOOD,71.27,SHARP,40.78,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0145.jpg,85,GOOD,1569.66,SHARP,96.98,NORMAL,76.18,GOOD,64.63,SHARP,39.62,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0146.jpg,85,GOOD,1376.0,SHARP,91.68,NORMAL,74.12,GOOD,56.96,SHARP,37.09,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0147.jpg,85,GOOD,1395.37,SHARP,93.02,NORMAL,74.85,GOOD,57.15,SHARP,37.35,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0148.jpg,85,GOOD,1310.68,SHARP,85.2,NORMAL,71.37,GOOD,55.55,SHARP,36.2,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0149.jpg,85,GOOD,1309.86,SHARP,81.83,NORMAL,70.35,GOOD,56.33,SHARP,36.19,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0150.jpg,85,GOOD,1319.96,SHARP,81.47,NORMAL,70.45,GOOD,56.78,SHARP,36.33,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0151.jpg,85,GOOD,1328.8,SHARP,81.76,NORMAL,70.82,GOOD,57.01,SHARP,36.45,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0152.jpg,85,GOOD,1357.65,SHARP,84.16,NORMAL,72.57,GOOD,57.84,SHARP,36.85,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0153.jpg,85,GOOD,1392.9,SHARP,91.1,NORMAL,74.61,GOOD,56.38,SHARP,37.32,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0154.jpg,85,GOOD,1300.67,SHARP,86.41,NORMAL,71.78,GOOD,53.92,SHARP,36.06,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0155.jpg,85,GOOD,1292.1,SHARP,83.88,NORMAL,70.92,GOOD,54.09,SHARP,35.95,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0156.jpg,85,GOOD,1272.34,SHARP,81.49,NORMAL,70.66,GOOD,54.27,SHARP,35.67,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0157.jpg,85,GOOD,1302.02,SHARP,84.87,NORMAL,72.99,GOOD,54.03,SHARP,36.08,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0158.jpg,85,GOOD,1314.94,SHARP,88.01,NORMAL,74.01,GOOD,53.9,SHARP,36.26,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0159.jpg,85,GOOD,1265.23,SHARP,85.98,NORMAL,72.92,GOOD,53.46,SHARP,35.57,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0160.jpg,85,GOOD,1220.23,SHARP,81.56,NORMAL,70.65,GOOD,52.19,SHARP,34.93,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0161.jpg,85,GOOD,1184.49,SHARP,75.19,NORMAL,67.35,GOOD,51.58,SHARP,34.42,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0162.jpg,85,GOOD,1165.96,SHARP,73.01,NORMAL,66.42,GOOD,51.6,SHARP,34.15,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0163.jpg,85,GOOD,1202.49,SHARP,78.8,NORMAL,69.76,GOOD,51.63,SHARP,34.68,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0164.jpg,70,MODERATE,1250.36,SHARP,94.96,NORMAL,77.09,GOOD,48.72,SOFT,35.36,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0165.jpg,70,MODERATE,1251.28,SHARP,94.77,NORMAL,76.89,GOOD,48.58,SOFT,35.37,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0166.jpg,70,MODERATE,1220.35,SHARP,91.97,NORMAL,75.25,GOOD,48.62,SOFT,34.93,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0167.jpg,55,MODERATE,1045.27,SHARP,69.76,DARK,64.24,GOOD,45.85,SOFT,32.33,HIGH,320x240,"Increase Brightness, Sharpen Image, Apply Denoising"
Arson013_x264,motion_0168.jpg,70,MODERATE,1053.92,SHARP,70.5,NORMAL,64.54,GOOD,46.34,SOFT,32.46,HIGH,320x240,"Sharpen Image, Apply Denoising"
Arson013_x264,motion_0169.jpg,85,GOOD,1101.53,SHARP,77.83,NORMAL,68.25,GOOD,50.63,SHARP,33.19,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0170.jpg,85,GOOD,1120.86,SHARP,80.42,NORMAL,69.34,GOOD,51.83,SHARP,33.48,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0171.jpg,85,GOOD,1152.5,SHARP,83.16,NORMAL,70.9,GOOD,52.99,SHARP,33.95,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0172.jpg,85,GOOD,1112.27,SHARP,78.58,NORMAL,68.39,GOOD,52.44,SHARP,33.35,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0173.jpg,85,GOOD,1109.98,SHARP,76.28,NORMAL,67.08,GOOD,52.94,SHARP,33.32,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0174.jpg,85,GOOD,1123.82,SHARP,76.35,NORMAL,67.18,GOOD,53.53,SHARP,33.52,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0175.jpg,85,GOOD,1131.68,SHARP,76.43,NORMAL,67.26,GOOD,53.47,SHARP,33.64,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0176.jpg,85,GOOD,1133.55,SHARP,77.78,NORMAL,68.29,GOOD,53.89,SHARP,33.67,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0177.jpg,85,GOOD,1135.79,SHARP,78.35,NORMAL,68.73,GOOD,54.5,SHARP,33.7,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0178.jpg,85,GOOD,1122.18,SHARP,78.22,NORMAL,68.41,GOOD,54.53,SHARP,33.5,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0179.jpg,85,GOOD,1047.92,SHARP,73.59,NORMAL,63.66,GOOD,53.28,SHARP,32.37,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0180.jpg,85,GOOD,1061.5,SHARP,72.9,NORMAL,63.14,GOOD,53.41,SHARP,32.58,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0181.jpg,85,GOOD,1064.24,SHARP,72.72,NORMAL,63.02,GOOD,53.0,SHARP,32.62,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0182.jpg,85,GOOD,1103.8,SHARP,78.89,NORMAL,66.86,GOOD,54.83,SHARP,33.22,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0183.jpg,85,GOOD,1133.09,SHARP,82.92,NORMAL,69.03,GOOD,55.32,SHARP,33.66,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0184.jpg,85,GOOD,1139.67,SHARP,78.89,NORMAL,66.64,GOOD,56.05,SHARP,33.76,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0185.jpg,85,GOOD,1172.26,SHARP,81.51,NORMAL,68.86,GOOD,57.64,SHARP,34.24,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0186.jpg,85,GOOD,1227.44,SHARP,85.81,NORMAL,71.05,GOOD,58.82,SHARP,35.03,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0187.jpg,85,GOOD,1218.19,SHARP,84.76,NORMAL,70.04,GOOD,58.83,SHARP,34.9,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0188.jpg,85,GOOD,1218.51,SHARP,84.35,NORMAL,69.65,GOOD,58.92,SHARP,34.91,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0189.jpg,85,GOOD,1212.49,SHARP,82.72,NORMAL,68.59,GOOD,58.95,SHARP,34.82,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0190.jpg,85,GOOD,1230.2,SHARP,80.25,NORMAL,67.72,GOOD,60.2,SHARP,35.07,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0191.jpg,85,GOOD,1284.42,SHARP,80.91,NORMAL,68.71,GOOD,61.91,SHARP,35.84,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0192.jpg,85,GOOD,1316.56,SHARP,81.83,NORMAL,69.39,GOOD,62.79,SHARP,36.28,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0193.jpg,85,GOOD,1364.25,SHARP,82.89,NORMAL,70.12,GOOD,64.08,SHARP,36.94,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0194.jpg,85,GOOD,1463.85,SHARP,86.5,NORMAL,71.94,GOOD,66.38,SHARP,38.26,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0195.jpg,85,GOOD,1446.99,SHARP,85.19,NORMAL,70.91,GOOD,65.85,SHARP,38.04,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0196.jpg,85,GOOD,1466.41,SHARP,87.75,NORMAL,71.78,GOOD,66.08,SHARP,38.29,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0197.jpg,85,GOOD,1471.24,SHARP,86.87,NORMAL,71.2,GOOD,65.76,SHARP,38.36,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0198.jpg,85,GOOD,1466.1,SHARP,86.04,NORMAL,70.9,GOOD,65.7,SHARP,38.29,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0199.jpg,85,GOOD,1461.66,SHARP,85.38,NORMAL,70.45,GOOD,65.64,SHARP,38.23,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0200.jpg,85,GOOD,1450.9,SHARP,84.55,NORMAL,69.88,GOOD,65.29,SHARP,38.09,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0201.jpg,85,GOOD,1452.31,SHARP,84.31,NORMAL,70.15,GOOD,65.23,SHARP,38.11,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0202.jpg,85,GOOD,1456.63,SHARP,85.09,NORMAL,70.55,GOOD,65.38,SHARP,38.17,HIGH,320x240,Apply Denoising
Arson013_x264,motion_0203.jpg,85,GOOD,1470.76,SHARP,87.68,NORMAL,71.87,GOOD,65.54,SHARP,38.35,HIGH,320x240,Apply Denoising
